episode,return,epsilon,loss,mean_affinity
0,-108.68831513141019,1.0,0.0,0.0
1,-58.60085094435212,0.7861544476842928,5.04604609310627,0.0
2,-482.2175712360594,0.2609670281126685,5.598971604217183,0.0
3,-263.5910261849063,0.16873052768933355,6.889051319538862,0.0
4,-42.49490374159424,0.08490939117940327,6.1757401410680615,0.0
5,-226.4614620128712,0.05,6.0063524942482465,0.0
6,-421.0863840465327,0.05,6.624546044064264,0.0
7,-234.76451011437098,0.05,7.197054140666533,0.0
8,-215.9192456065201,0.05,6.1206275182110925,0.0
9,-365.6246121164318,0.05,5.694956254692717,0.0
10,-365.6573053054699,0.05,5.971474330077011,0.0
11,-232.18610538599404,0.05,6.032645418828364,0.0
12,-96.7042979539563,0.05,5.551632514595985,0.0
13,-172.33360725439877,0.05,6.958893089081454,0.0
14,11.778805923172163,0.05,8.120947867691516,0.0
15,-165.91643770966795,0.05,11.409650823911948,0.0
16,-116.59381686601208,0.05,9.207577427002517,0.0
17,-113.5106513384749,0.05,12.995862523960595,0.0
18,-157.3281957694736,0.05,13.95047116713767,0.0
19,-77.22388801269489,0.05,12.236159908173107,0.0
20,-79.80237496778503,0.05,10.889897048473358,0.0
21,-210.322040543899,0.05,11.489948426773125,0.0
22,-94.53493386081611,0.05,14.886336815032514,0.0
23,-119.87163060335195,0.05,16.28416681114365,0.0
24,-90.91956892761671,0.05,9.341159373829045,0.0
25,-86.6894701125629,0.05,6.314141339659691,0.0
26,-102.875814094653,0.05,13.3619366484966,0.0
27,-127.13630812708169,0.05,6.663416663198981,0.0
28,-157.30906711127517,0.05,8.079033434192999,0.0
29,-71.67701275930771,0.05,1.9236494458306976,0.0
30,-121.25047478783937,0.05,1.6556810662493728,0.0
31,-93.02811441458942,0.05,1.6361217096353033,0.0
32,-128.23086299261624,0.05,1.667996654851096,0.0
33,-120.26524650497981,0.05,1.4632851537567617,0.0
34,-138.78931760672586,0.05,1.7003226833538798,0.0
35,-74.54738851648389,0.05,1.41648178841769,0.0
36,-100.3626901356322,0.05,1.8378633105615427,0.0
37,-198.90173867532823,0.05,2.049920228440711,0.0
38,-188.07569445790094,0.05,1.7179336984891718,0.0
39,-75.71184489837206,0.05,1.7718281455636025,0.0
40,-75.20980975814719,0.05,1.7063000860214232,0.0
41,-107.44456369530886,0.05,1.7943769533038139,0.0
42,-65.4316981047886,0.05,1.7339221965670586,0.0
43,-232.4130034974543,0.05,2.0238908499793005,0.0
44,-150.417115573048,0.05,1.7607702786922454,0.0
45,-153.78246541592887,0.05,1.8279091650247574,0.0
46,-67.47384739365305,0.05,1.4039809576570987,0.0
47,-34.976545854857164,0.05,1.221180768949645,0.0
48,-32.52040766839551,0.05,1.2516986128983196,0.0
49,-115.15032017190674,0.05,1.33473704713583,0.0
50,181.0305747415191,0.05,1.4897803733798634,0.0
51,178.48895887319694,0.05,1.6207228685045518,0.0
52,-28.33584822491165,0.05,1.588390997350216,0.0
53,-92.9064640322638,0.05,1.5557064186036587,0.0
54,-55.364182589832744,0.05,1.5604936636686324,0.0
55,-83.35672895777209,0.05,1.5930407053232194,0.0
56,-168.07051640064464,0.05,1.571898116618395,0.0
57,-156.89496750325358,0.05,1.5615832571387291,0.0
58,-58.813352511682695,0.05,1.4858701304495334,0.0
59,-82.2955690777524,0.05,1.323178851187229,0.0
60,-69.09188479435288,0.05,1.3272602362036705,0.0
61,-61.76883219157396,0.05,0.9671301052868366,0.0
62,-95.69996576008808,0.05,0.700818454682827,0.0
63,-113.97005203625271,0.05,0.6571072400212288,0.0
64,-60.461288866248395,0.05,0.6602820869386196,0.0
65,-54.641122343474926,0.05,0.6385356377363205,0.0
66,174.02347670856975,0.05,0.6766304617743871,0.0
67,-108.98890832162299,0.05,0.8905799918174744,0.0
68,-97.04289516700467,0.05,0.7595989862978458,0.0
69,-121.92491475234266,0.05,0.7488781084865331,0.0
70,-109.37663171750614,0.05,0.7029364735484124,0.0
71,-47.37862081219576,0.05,0.6711652992424628,0.0
72,-51.94676909723889,0.05,1.0020018553286791,0.0
73,165.76245831095713,0.05,0.9568334427526873,0.0
74,-83.49888537350722,0.05,0.897737649410963,0.0
75,-77.06238074509128,0.05,0.8326561606178681,0.0
76,-93.47650213486924,0.05,0.9198993919938803,0.0
77,-86.8303307003618,0.05,0.8598678567260504,0.0
78,-42.36336425296626,0.05,0.8754808949083089,0.0
79,-89.67531680999807,0.05,0.8064965462237597,0.0
80,-79.8088443271897,0.05,0.7414385494142771,0.0
81,-4.0892337860152885,0.05,0.7683671215176582,0.0
82,-71.38874436784565,0.05,0.8879401349723339,0.0
83,9.350735285092725,0.05,0.7153299866456887,0.0
84,-78.84334295805495,0.05,0.799910663112998,0.0
85,-73.39924779873995,0.05,0.6767846319675446,0.0
86,-102.79691226451234,0.05,0.558623110562563,0.0
87,-69.03927804878703,0.05,0.5173006283044815,0.0
88,-118.63371899225814,0.05,0.48268987275660036,0.0
89,55.579534249798414,0.05,0.49620534443855285,0.0
90,-52.07609049303783,0.05,0.5583253200650216,0.0
91,-40.529253428029094,0.05,0.5185937244296074,0.0
92,200.945332147506,0.05,0.5230107415110281,0.0
93,-67.50764495217231,0.05,0.5490104046016931,0.0
94,147.04995162905192,0.05,0.5841053363924124,0.0
95,108.49662795939892,0.05,0.6384701657040817,0.0
96,-92.49968693577432,0.05,0.6327557952851057,0.0
97,-15.233868028433456,0.05,0.6841699643582105,0.0
98,-79.2825165226951,0.05,0.6330834628790617,0.0
99,-64.04271705752983,0.05,0.750331679046154,0.0
100,-72.680190345364,0.05,0.7082192910313606,0.0
101,188.58089257462464,0.05,0.6124047169222898,0.0
102,-54.551921567162005,0.05,0.7414791990220547,0.0
103,254.99321553844072,0.05,0.7543469686473031,0.0
104,128.59242465931388,0.05,0.8565576875196963,0.0
105,-26.72146102766467,0.05,1.0868194829821587,0.0
106,198.80354275730986,0.05,1.4629311429908851,0.0
107,-105.49123995578516,0.05,1.5568783241741304,0.0
108,-69.91833334140998,0.05,2.4527649142060963,0.0
109,-63.62606825271146,0.05,2.0008442185789463,0.0
110,126.6010581284815,0.05,1.9340691946798771,0.0
111,144.71714390049817,0.05,2.0133007521059447,0.0
112,-42.5397647550328,0.05,1.5767776786088943,0.0
113,-116.67356195300174,0.05,2.585552081581234,0.0
114,4.747070409520246,0.05,1.879466045230627,0.0
115,146.37657434648253,0.05,1.8313549810116834,0.0
116,76.08003687916629,0.05,2.239063187766431,0.0
117,-48.35458828065151,0.05,1.8190510117709637,0.0
118,31.795775589072548,0.05,1.7208673440814017,0.0
119,-18.80029571040348,0.05,1.7849797940701246,0.0
120,-10.05518517704462,0.05,1.6785901711881162,0.0
121,139.66490399140355,0.05,1.1619171446561813,0.0
122,104.3055176706247,0.05,1.3084717932603627,0.0
123,-7.80862092705853,0.05,1.2361741508245467,0.0
124,-23.36984203465256,0.05,1.1192007231265306,0.0
125,-122.0533759482501,0.05,0.9473650129187223,0.0
126,191.56377443011615,0.05,1.0048747023871714,0.0
127,41.78541736601318,0.05,0.9414336779415607,0.0
128,204.25568534144801,0.05,1.0356855837266836,0.0
129,133.7761984090065,0.05,1.1600333540968557,0.0
130,154.96179263207873,0.05,1.026771726446039,0.0
131,-76.47192698635541,0.05,1.0382635124158441,0.0
132,145.65802764810155,0.05,1.1189802346070772,0.0
133,-71.9609176827758,0.05,1.2371222119525334,0.0
134,184.3744926121959,0.05,1.2639686663945515,0.0
135,128.0927084566876,0.05,1.2811990520978338,0.0
136,259.4389725542477,0.05,1.3463741754846914,0.0
137,247.54283015548594,0.05,1.4397269462470226,0.0
138,209.38550569859933,0.05,1.7344812704561812,0.0
139,207.7537326096492,0.05,1.7443762948193888,0.0
140,256.660753449254,0.05,2.128366986702522,0.0
141,187.85349017976608,0.05,2.218825383853155,0.0
142,264.0978255415233,0.05,2.2034580140221043,0.0
143,234.68482236434883,0.05,2.232601816343331,0.0
144,233.43034476313255,0.05,2.354174161538424,0.0
145,239.33773882186426,0.05,2.177851280728199,0.0
146,38.202434064183365,0.05,2.1983399670363357,0.0
147,199.2673738437772,0.05,2.499798290127067,0.0
148,261.0888629985908,0.05,2.562893399443382,0.0
149,136.99434897874838,0.05,2.604456122770411,0.0
150,246.2916215179759,0.05,2.539333107076513,0.0
151,229.84573167684258,0.05,2.7788596573934656,0.0
152,175.212483539677,0.05,2.6354770708550403,0.0
153,208.88701214297075,0.05,2.5532404554741723,0.0
154,232.8825793245909,0.05,2.5509753636371943,0.0
155,201.185487562186,0.05,2.877002119643722,0.0
156,211.76702032381797,0.05,2.670429422746877,0.0
157,297.78859707147654,0.05,2.619100105992714,0.0
158,43.72452786010521,0.05,2.474585805039901,0.0
159,-11.629928325619531,0.05,2.939686129754564,0.0
160,210.91765714834057,0.05,2.4484562489079007,0.0
161,234.28823914870085,0.05,2.465753034683271,0.0
162,210.61732927303976,0.05,2.1108987736070497,0.0
163,243.57879962163918,0.05,1.999478251034959,0.0
164,-26.549779757036617,0.05,1.9855517720589873,0.0
165,211.63302393054676,0.05,2.8296165692337443,0.0
166,-16.199683932037743,0.05,1.7175621829534833,0.0
167,198.19268920469875,0.05,2.2487107421377024,0.0
168,237.94951780124472,0.05,3.3390475563628943,0.0
169,275.50039535957353,0.05,3.0549862647912365,0.0
170,-50.302852672965116,0.05,3.5638167120610613,0.0
171,273.54985381847257,0.05,2.259712927121865,0.0
172,155.93430829406978,0.05,3.0343706814423204,0.0
173,184.1904213098561,0.05,2.8722121132144687,0.0
174,180.61233579458224,0.05,3.2870217941997613,0.0
175,218.39674369739157,0.05,3.8824260374965447,0.0
176,216.41011339553603,0.05,3.1210081792895537,0.0
177,224.18461018094362,0.05,3.2714868360971656,0.0
178,256.5190457422417,0.05,3.3230536897940124,0.0
179,277.58513048436544,0.05,3.504642248062826,0.0
180,-19.136602545296,0.05,5.45251693050651,0.0
181,262.9503076342294,0.05,3.4134505394874353,0.0
182,181.64771946493028,0.05,4.14068665325784,0.0
183,274.9068758495658,0.05,4.6677701340907705,0.0
184,259.9005997386139,0.05,2.932732909418351,0.0
185,246.5449873114258,0.05,3.574801970627159,0.0
186,244.15107844852076,0.05,3.9817848611992996,0.0
187,229.80873755863846,0.05,3.7439513054668394,0.0
188,231.91924631744658,0.05,2.889089943147173,0.0
189,202.82334509153478,0.05,2.7892228809224457,0.0
190,217.5171537073205,0.05,2.734532325263913,0.0
191,261.12962101556064,0.05,2.207898492354955,0.0
192,213.8505190848885,0.05,2.420635981539662,0.0
193,-114.50299098718749,0.05,2.3568755635725602,0.0
194,225.8255382995602,0.05,3.298894607595035,0.0
195,205.63352373088142,0.05,3.26916376903107,0.0
196,-15.216298276663977,0.05,2.0649639464744176,0.0
197,266.7746619610516,0.05,2.518481537267782,0.0
198,200.95127532336204,0.05,3.8628699190402505,0.0
199,249.23002418863598,0.05,3.7772541491723644,0.0
200,203.82090508302338,0.05,3.111171617004715,0.0
