episode,return,epsilon,loss,mean_affinity
0,-167.7812520688322,1.0,0.0,0.0
1,-209.6891877619285,1.0,0.0,0.0
2,-31.052868725200398,1.0,0.0,0.0
3,-280.960840482413,1.0,0.0,0.0
4,-339.5401381177921,0.6563549768288433,8.307349051748004,0.0
5,-800.1588778907687,0.2031139149609751,8.063491256827982,0.0
6,-493.951860332531,0.12679708435358925,8.71026038108988,0.0
7,-69.36058685946526,0.0677632708131484,8.517342939376832,0.0
8,-585.933243216628,0.05,6.781694489189341,0.0
9,-138.69999041061914,0.05,5.366761022925377,0.0
10,-125.36028328350821,0.05,4.005133604168892,0.0
11,-240.09331440860703,0.05,3.9672917182841356,0.0
12,-168.68105434433818,0.05,4.88239334010687,0.0
13,-99.2144720182193,0.05,5.750658832728862,0.0
14,-114.0531180389857,0.05,8.001777827739716,0.0
15,-62.0883366019591,0.05,11.034092867136001,0.0
16,-88.1880940949884,0.05,10.09299704527855,0.0
17,-47.24360876386126,0.05,14.041154776589345,0.0
18,-81.86175215377277,0.05,13.024665678858756,0.0
19,-32.129721738729955,0.05,10.881925718963146,0.0
20,142.53902767259274,0.05,6.055492017837549,0.0
21,-135.74983012033883,0.05,4.3120781518220905,0.0
22,-71.24714583418361,0.05,3.811873496770859,0.0
23,-11.964410449948051,0.05,1.6251490948200227,0.0
24,-92.94753320957308,0.05,1.6167274994850158,0.0
25,-57.5212113172332,0.05,1.6173100007772445,0.0
26,-175.39319038936387,0.05,1.513624913313172,0.0
27,-83.11935205099259,0.05,1.6293766903281213,0.0
28,-94.17216778196978,0.05,1.4273013087511062,0.0
29,-80.51129186135982,0.05,1.443009463787079,0.0
30,-211.58756566041563,0.05,1.371635942609381,0.0
31,-103.63973880395125,0.05,1.15440910333395,0.0
32,-91.65723207414713,0.05,1.0748770417571067,0.0
33,-95.25648848672938,0.05,0.9766002687811851,0.0
34,-50.68898388969463,0.05,0.9091094765365124,0.0
35,-117.44737238732549,0.05,0.8781842377781868,0.0
36,-195.50020942735597,0.05,0.8698361147740844,0.0
37,-67.92947495852113,0.05,0.8519848245382309,0.0
38,-139.22569706472822,0.05,0.8435953522026539,0.0
39,-59.81089573865029,0.05,0.7867289170026779,0.0
40,-152.6573054413161,0.05,0.7734988939166069,0.0
41,-116.97221416286702,0.05,0.776023855626583,0.0
42,-134.34843078863614,0.05,0.7182833093106746,0.0
43,-279.6869435246613,0.05,0.7441270100859414,0.0
44,-103.3275816665716,0.05,3.160254440575838,0.0
45,-33.54323017825307,0.05,3.978078729361296,0.0
46,-121.13989595345579,0.05,3.449370471954346,0.0
47,-150.5765162639103,0.05,2.0869046456813813,0.0
48,-147.7041284654446,0.05,2.4432912943810225,0.0
49,-91.68646417486848,0.05,1.0512391106784345,0.0
50,-118.91524769841487,0.05,1.718265950948,0.0
51,1.2076876609261142,0.05,1.9219168923348189,0.0
52,-120.04377676135191,0.05,2.774055526956916,0.0
53,27.583895587247433,0.05,1.8869276943206788,0.0
54,177.92071199615518,0.05,0.8862182515370733,0.0
55,24.004497480776408,0.05,1.6965554818147566,0.0
56,-40.65670244243713,0.05,1.5576933709659961,0.0
57,18.06987618246211,0.05,1.5121506259441375,0.0
58,-94.4243541424868,0.05,2.516931420775785,0.0
59,-187.2960695831418,0.05,2.803360391074859,0.0
60,-132.92142876065967,0.05,3.358674536973561,0.0
61,-169.2642623700874,0.05,5.633336311355632,0.0
62,-137.73706911358494,0.05,4.294683422822997,0.0
63,-71.68576558681548,0.05,6.368187714915176,0.0
64,29.909593119280117,0.05,7.455691747778044,0.0
65,-85.85133674345605,0.05,4.217408113145598,0.0
66,-59.99510384725717,0.05,3.693045217995,0.0
67,10.700211831693494,0.05,7.171100379720246,0.0
68,56.97496835126964,0.05,12.967150680513846,0.0
69,-89.88606572186464,0.05,5.270689250547675,0.0
70,-18.113470579585723,0.05,6.521853739356661,0.0
71,-0.3197638398271607,0.05,8.084840996311856,0.0
72,-64.25668544225444,0.05,8.54023556113243,0.0
73,-44.811464227514755,0.05,11.088332730215907,0.0
74,239.79952503799382,0.05,7.125096871393206,0.0
75,240.42490652105997,0.05,6.9531664844082295,0.0
76,201.79479066204445,0.05,8.84151099811513,0.0
77,266.97460273862976,0.05,6.398762718158186,0.0
78,207.28814561836128,0.05,8.141728942261802,0.0
79,32.588482123508356,0.05,9.007792709879793,0.0
80,259.92392175243754,0.05,7.147267363762928,0.0
81,-6.019094894135932,0.05,7.195216236822307,0.0
82,-20.694270237815587,0.05,7.1771679121083105,0.0
83,229.81810715956263,0.05,8.138637593705603,0.0
84,278.3783671311412,0.05,8.27550277658777,0.0
85,-1.0884819331588886,0.05,6.408654643120347,0.0
