episode,return,epsilon,loss,mean_affinity
0,-216.56435201028586,1.0,0.0,0.0
1,-244.65521669093593,1.0,0.0,0.0
2,-320.01592911691085,1.0,0.0,0.0
3,-257.15419473217804,1.0,0.0,0.0
4,-249.96868088363993,0.7514768435208588,7.256656010945638,0.7660812568246272
5,-54.28354959707282,0.27853872940185365,3.955204006397363,0.9786119846382526
6,-225.41785477655213,0.08075818212241151,3.8938028025723663,0.9742961197729535
7,-296.79850910369794,0.05,4.574381004259425,0.9789799804826385
8,-130.3128167180445,0.05,4.547089015126228,0.9672872057557106
9,-104.47079969665555,0.05,6.67652186191082,1.0571788316965103
10,-36.806032396195164,0.05,10.469408166584959,1.1500073784753586
11,37.2258135157909,0.05,11.282640633940696,1.209973023891449
12,-153.08715942212518,0.05,17.918010114277998,1.227867436328268
13,-99.34434419294921,0.05,29.249964470505713,1.2185682122707366
14,-52.33351033542581,0.05,36.933699697513745,1.2490482457433036
15,-46.055804038999085,0.05,37.17120230618645,1.2832668578925253
16,-84.83006251699106,0.05,43.77565381666045,1.2996638613079075
17,-298.37801624374123,0.05,50.61546867772152,1.3116983781781113
18,-48.20898865853159,0.05,66.66390801782478,1.3141519762065312
19,-354.6307281097497,0.05,80.68968758401992,1.319931897935988
20,-82.29273995265348,0.05,68.40697190271202,1.3406731608911608
21,200.69716293706801,0.05,51.87521808309462,1.3225682668315555
22,-109.90798075101642,0.05,51.99254337640909,1.3401003892605121
23,-449.6214398415823,0.05,27.508911501919783,1.3312303746188128
24,-172.5765895990474,0.05,35.14901746462469,1.334544639064841
25,-33.07752778300687,0.05,47.191966954225336,1.350726126143651
26,13.426840514981336,0.05,25.031665480866724,1.3497756464140755
27,196.31563769588712,0.05,37.70837572390835,1.3526398539543152
28,150.4715660981616,0.05,38.24642319716368,1.3399962369260776
29,173.86904724822176,0.05,26.731714401559817,1.3676435762703676
30,-119.66200304037099,0.05,23.56336897993088,1.3631107077598572
31,-82.44960173410547,0.05,23.324696881055832,1.3509249351024628
32,-98.97036443414393,0.05,31.136467635393142,1.3635105184316636
33,39.44230867054415,0.05,39.19595663415061,1.3753024910887082
34,-53.64830187757407,0.05,37.268773324135125,1.368150784381781
35,6.483195529761149,0.05,43.687171920776365,1.3797835526466369
36,-70.65034491709092,0.05,50.38691715788841,1.3885558824539184
37,-31.8392038198822,0.05,45.88172082511746,1.3930165183787444
38,262.53819758610996,0.05,40.82922743880041,1.383106302997293
39,-96.9941917438192,0.05,61.63992922830582,1.4024460864067079
40,13.45321113062954,0.05,87.31799947222073,1.4332346717516582
41,-224.89856981691952,0.05,66.80902781801403,1.4443869444559205
42,-0.2740397473953067,0.05,77.7316010123805,1.445752229606896
43,220.56316688032493,0.05,56.34110354764296,1.4340010930456049
44,51.61592235480458,0.05,57.3440638902236,1.427652441725439
45,-44.03454880812381,0.05,47.10704277621375,1.426147282951408
46,-426.5078746043058,0.05,75.66474126074688,1.4517057262271285
47,-44.47641406979258,0.05,93.03409627791373,1.4782919122326759
48,13.859976498973595,0.05,108.95627614223596,1.476092466200241
49,-63.12951923817011,0.05,82.94557258746768,1.4783199241497373
50,-296.1602882938819,0.05,92.43169375513331,1.4747612545255981
51,-6.146477794184719,0.05,64.38222419470549,1.4751441041007638
52,-11.622188129796285,0.05,114.05195946259933,1.492362834106792
53,9.26304098859785,0.05,108.16445994826982,1.498516078265208
54,-101.46440167982695,0.05,117.4941123538547,1.4936923066775003
55,-128.93040223194572,0.05,101.79043068605311,1.496571677572587
56,-88.61133549809912,0.05,137.8448798427215,1.4936424126991859
57,-319.7462456333229,0.05,108.47603176407895,1.4944813372725148
58,-84.23188170143492,0.05,135.95926344063548,1.4982112306687567
59,-60.77719466592721,0.05,90.18688552291304,1.5052660827283506
60,-141.10678928782949,0.05,118.53098898176934,1.4921749951733145
61,-90.28576864366342,0.05,105.81566605028117,1.4879589519410763
62,-10.740486670915743,0.05,85.0629386621363,1.4926899030428975
